dNdS_group,FBID,Gene_Name,omega,ProteinLength,Mean_expression,Male_expression,Female_expression
Gene_group_01,FBgn0038589,CG18598,0.0001,89,3.0367364999999986,5.10822733333333,0.965245666666667
Gene_group_01,FBgn0026250,eIF1A,0.0001,148,87.2192523333333,88.3415503333333,86.0969543333333
Gene_group_01,FBgn0024432,Dlc90F,0.0001,111,30.0117343333333,24.7517103333333,35.2717583333333
Gene_group_01,FBgn0051226,CG31226,0.0001,52,281.7735553333333,562.666341,0.880769666666667
Gene_group_01,FBgn0038659,EndoA,0.0001,369,9.369523000000015,11.4468556666667,7.29219033333333
Gene_group_01,FBgn0040571,CG17193,0.0001,68,0.726814333333335,1.05925966666667,0.394369
Gene_group_01,FBgn0038830,CG17272,0.0001,149,19.66238583333335,13.3190766666667,26.005695
Gene_group_01,FBgn0043012,AP-2sigma,0.0001,142,15.55901483333335,11.7901886666667,19.327841
Gene_group_01,FBgn0016700,Rab1,0.0001,205,45.227637833333304,46.7334813333333,43.7217943333333
Gene_group_01,FBgn0039132,AP-1sigma,0.0001,157,21.08714566666665,15.9595653333333,26.214726
Gene_group_01,FBgn0025574,Pli,0.0001,424,14.712610666666649,10.2610613333333,19.16416
Gene_group_01,FBgn0013343,Syx1A,0.0001,296,13.717442,15.1904953333333,12.2443886666667
Gene_group_01,FBgn0039218,Rpb10,0.0001,67,32.4255266666667,22.0991096666667,42.7519436666667
Gene_group_01,FBgn0040600,CG13631,0.0001,83,14.41688683333335,19.3738766666667,9.459897
Gene_group_01,FBgn0051118,RabX4,0.0001,213,2.97061416666667,3.90197266666667,2.03925566666667
Gene_group_01,FBgn0039300,RpS27,0.0001,84,531.451914666667,281.010701666667,781.893127666667
Gene_group_01,FBgn0039380,CG5890,0.0001,206,1.161523,1.786853,0.536193
Gene_group_01,FBgn0039381,SppL,0.0001,422,6.302898,3.772974,8.832822
Gene_group_01,FBgn0039359,RpL27,0.0001,135,608.578557333333,356.525543333333,860.631571333333
Gene_group_01,FBgn0039505,CG5934,0.0001,135,7.967662500000015,5.68315933333333,10.2521656666667
Gene_group_01,FBgn0046247,CG5938,0.0001,168,10.029568166666685,10.1025596666667,9.95657666666667
Gene_group_01,FBgn0027492,wdb,0.0001,524,16.621352,15.9039713333333,17.3387326666667
Gene_group_01,FBgn0000557,eEF1alpha2,0.0001,462,27.845292,42.2507106666667,13.4398733333333
Gene_group_01,FBgn0014009,Rab2,0.0001,213,39.626356166666696,41.9467226666667,37.3059896666667
Gene_group_01,FBgn0010411,RpS18,0.0001,152,697.4921518333335,451.276397666667,943.707906
Gene_group_01,FBgn0013325,RpL11,0.0001,184,383.9228896666665,234.036677,533.809102333333
Gene_group_01,FBgn0022238,lolal,0.0001,127,23.0912713333333,12.7514123333333,33.4311303333333
Gene_group_01,FBgn0016701,Rab4,0.0001,213,23.643060333333352,22.64819,24.6379306666667
Gene_group_01,FBgn0029959,Rab39,0.0001,218,11.3561725,10.375914,12.336431
Gene_group_01,FBgn0029996,UbcE2H,0.0001,183,44.92813866666665,23.345028,66.5112493333333
Gene_group_01,FBgn0030011,Gbeta5,0.0001,358,3.6467865,4.33245533333333,2.96111766666667
Gene_group_01,FBgn0030136,RpS28b,0.0001,65,767.9309946666665,496.443227333333,1039.418762
Gene_group_01,FBgn0030183,CG15309,0.0001,114,9.644653000000016,8.65202933333333,10.6372766666667
Gene_group_01,FBgn0034558,Cib2,0.0001,189,0.198863333333333,0.109956333333333,0.287770333333333
Gene_group_01,FBgn0034564,CG9344,0.0001,79,18.602587500000016,9.41018933333333,27.7949856666667
Gene_group_01,FBgn0002736,mago,0.0001,147,22.737135166666686,7.76717066666667,37.7070996666667
Gene_group_01,FBgn0010228,HmgZ,0.0001,111,56.962892000000004,65.099073,48.826711
Gene_group_01,FBgn0034636,twz,0.0001,367,0.6283035,0.966129333333333,0.290477666666667
Gene_group_01,FBgn0034245,UQCR-6.4,0.0001,57,305.4922535,324.93043,286.054077
Gene_group_01,FBgn0024196,robl,0.0001,97,43.44913866666665,37.255061,49.6432163333333
Gene_group_01,FBgn0010409,RpL18A,0.0001,177,678.2511850000001,414.311065666667,942.191304333333
Gene_group_01,FBgn0025716,Bap55,0.0001,425,8.69868,3.42441,13.97295
Gene_group_01,FBgn0004580,Cbp53E,0.0001,310,9.78733883333335,14.6377796666667,4.936898
Gene_group_01,FBgn0010638,Sec61beta,0.0001,100,35.405381333333295,27.3538073333333,43.4569553333333
Gene_group_01,FBgn0033912,RpS23,0.0001,143,1171.7692668333334,712.416015666667,1631.122518
Gene_group_01,FBgn0010238,Lac,0.0001,359,14.4728188333333,13.3672933333333,15.5783443333333
Gene_group_01,FBgn0023167,SmD3,0.0001,151,15.221865333333316,8.59477233333333,21.8489583333333
Gene_group_01,FBgn0033699,RpS11,0.0001,155,492.5796788333335,278.868748666667,706.290609
Gene_group_01,FBgn0000426,SmF,0.0001,88,31.146818833333317,9.23699333333333,53.0566443333333
Gene_group_01,FBgn0033691,CG8860,0.0001,68,82.7534028333335,45.702479,119.804326666667
Gene_group_01,FBgn0040763,CG18336,0.0001,94,23.93330166666665,43.5292563333333,4.337347
Gene_group_01,FBgn0033551,CG7222,0.0001,205,16.7074408333333,15.7631773333333,17.6517043333333
Gene_group_01,FBgn0033571,Rpb5,0.0001,210,11.313175500000014,5.42749533333333,17.1988556666667
Gene_group_01,FBgn0033550,CG12341,0.0001,128,5.715109666666665,4.98823333333333,6.441986
Gene_group_01,FBgn0033548,CG7637,0.0001,64,50.93417983333335,15.350848,86.5175116666667
Gene_group_01,FBgn0005586,Rab3,0.0001,220,5.34451766666667,8.02818666666667,2.66084866666667
Gene_group_01,FBgn0025286,RpL31,0.0001,124,721.2404530000015,424.799428333333,1017.68147766667
Gene_group_01,FBgn0033408,CG8800,0.0001,188,0.6976906666666683,1.34238166666667,0.0529996666666667
Gene_group_01,FBgn0015614,CanB2,0.0001,170,37.5797221666667,28.8260996666667,46.3333446666667
Gene_group_01,FBgn0010424,TpnC73F,0.0001,155,14.4428135,15.166974,13.718653
Gene_group_01,FBgn0000611,exd,0.0001,376,27.3844251666667,21.5182266666667,33.2506236666667
Gene_group_01,FBgn0015789,Rab10,0.0001,204,24.853809000000002,17.5240893333333,32.1835286666667
Gene_group_01,FBgn0000259,CkIIbeta,0.0001,235,19.9300253333333,14.0830993333333,25.7769513333333
Gene_group_01,FBgn0000042,Act5C,0.0001,376,343.416646333333,245.321665333333,441.511627333333
Gene_group_01,FBgn0053155,CG33155,0.0001,60,15.28914566666665,13.191361,17.3869303333333
Gene_group_01,FBgn0014857,His3.3A,0.0001,136,56.425152499999996,57.066143,55.784162
Gene_group_01,FBgn0053096,CG33096,0.0001,286,13.900351500000001,7.842016,19.958687
Gene_group_01,FBgn0053838,His2A:CG33838,0.0001,124,NA,NA,NA
Gene_group_01,FBgn0053842,His3:CG33842,0.0001,136,NA,NA,NA
Gene_group_01,FBgn0004828,His3.3B,0.0001,136,145.1986365,110.886744333333,179.510528666667
Gene_group_01,FBgn0053995,CG33995,0.0001,127,18.549901333333352,19.26799,17.8318126666667
Gene_group_01,FBgn0083971,CG34135,0.0001,202,5.4601735,2.459689,8.460658
Gene_group_01,FBgn0085220,Ufm1,0.0001,87,26.012726166666653,17.736957,34.2884953333333
Gene_group_01,FBgn0085227,CG34198,0.0001,59,7.400643500000015,10.6458956666667,4.15539133333333
Gene_group_01,FBgn0086357,Sec61alpha,0.0001,476,73.6750206666667,50.7313026666667,96.6187386666667
Gene_group_01,FBgn0086472,RpS25,0.0001,117,868.5107674999986,489.445444666667,1247.57609033333
Gene_group_01,FBgn0250903,lmgA,0.0001,85,6.65335216666667,3.73473966666667,9.57196466666667
Gene_group_01,FBgn0260858,Ykt6,0.0001,199,8.933702833333314,6.74567433333333,11.1217313333333
Gene_group_01,FBgn0260944,Rbp1,0.0001,144,14.587460166666684,9.98858866666667,19.1863316666667
Gene_group_01,FBgn0261068,LSm7,0.0001,110,17.141156333333335,6.90006666666667,27.382246
Gene_group_01,FBgn0261596,RpS24,0.0001,131,423.2897695,261.132741333333,585.446797666667
Gene_group_01,FBgn0261597,RpS26,0.0001,114,360.9955621666665,269.067693,452.923431333333
Gene_group_01,FBgn0261606,RpL27A,0.0001,149,952.4182740000015,557.368815333333,1347.46773266667
Gene_group_01,FBgn0261608,RpL37A,0.0001,92,434.9101105,267.518422333333,602.301798666667
Gene_group_01,FBgn0261789,SmD2,0.0001,119,25.0136538333333,12.2413543333333,37.7859533333333
Gene_group_01,FBgn0262512,Vha14-1,0.0001,124,68.53128683333335,60.932794,76.1297796666667
Gene_group_01,FBgn0262518,Rab8,0.0001,207,25.790705833333348,21.7020716666667,29.87934
Gene_group_01,FBgn0262736,Vha16-1,0.0001,159,278.57343566666646,281.794449,275.352422333333
Gene_group_01,FBgn0262801,twr,0.0001,185,27.60616683333335,28.698651,26.5136826666667
Gene_group_01,FBgn0262807,CG43178,0.0001,21,7.744401833333351,15.1607836666667,0.32802
Gene_group_01,FBgn0262954,Rpb12,0.0001,57,52.1349795,35.8724943333333,68.3974646666667
Gene_group_01,FBgn0034743,RpS16,0.0001,148,433.192866,250.099883666667,616.285848333333
Gene_group_01,FBgn0010078,RpL23,0.0001,140,910.2796783333335,605.339080666667,1215.220276
Gene_group_01,FBgn0003008,or,0.0001,191,9.488806000000015,7.13799333333333,11.8396186666667
Gene_group_01,FBgn0034968,RpL12,0.0001,165,569.4933623333329,371.781158333333,767.205566333333
Gene_group_01,FBgn0011726,tsr,0.0001,148,224.34929933333348,103.774668666667,344.92393
Gene_group_01,FBgn0061198,HSPC300,0.0001,76,30.055953166666647,22.5354583333333,37.576448
Gene_group_01,FBgn0050430,CG30430,0.0001,51,153.8346045,306.817983,0.851226
Gene_group_01,FBgn0263351,AP-2mu,0.0001,437,12.732436500000015,9.08471033333333,16.3801626666667
Gene_group_01,FBgn0263852,Dad1,0.0001,112,33.903213166666646,25.9775853333333,41.828841
Gene_group_01,FBgn0263983,CG43732,0.0001,36,10.485728333333315,17.5006513333333,3.47080533333333
Gene_group_01,FBgn0264563,CG43935,0.0001,42,29.883405000000018,59.2447496666667,0.522060333333333
Gene_group_01,FBgn0265968,Tfb5,0.0001,73,17.95898333333335,15.0947816666667,20.823185
Gene_group_01,FBgn0266173,pre-mod(mdg4)-K,0.0001,107,2.796300166666665,2.196404,3.39619633333333
Gene_group_01,FBgn0266459,CG45084,0.0001,44,59.561141666666835,6.29106566666667,112.831217666667
Gene_group_01,FBgn0266723,Trs31,0.0001,194,10.062827,8.6484,11.477254
Gene_group_01,FBgn0267652,pre-mod(mdg4)-N,0.0001,177,3.740723833333335,2.237329,5.24411866666667
Gene_group_01,FBgn0283666,Rap2l,0.0001,182,14.301945,13.0922723333333,15.5116176666667
Gene_group_01,FBgn0284248,Cyt-c-p,0.0001,108,277.3473206666665,340.814616,213.880025333333
Gene_group_01,FBgn0284255,Arpc4,0.0001,168,16.213937666666702,13.6835396666667,18.7443356666667
Gene_group_01,FBgn0010333,Rac1,0.0001,192,14.456902500000016,9.82961133333333,19.0841936666667
Gene_group_01,FBgn0035271,CG2021,0.0001,95,21.575244166666685,9.24655966666667,33.9039286666667
Gene_group_01,FBgn0004636,Rap1,0.0001,184,20.549289,15.8407793333333,25.2577986666667
Gene_group_01,FBgn0005640,Eip63E,0.0001,538,9.047249500000014,7.85188533333333,10.2426136666667
Gene_group_01,FBgn0003206,Ras64B,0.0001,192,12.7432071666667,11.7817866666667,13.7046276666667
Gene_group_01,FBgn0035521,VhaM9.7-a,0.0001,85,7.8027388333333345,11.672295,3.93318266666667
Gene_group_01,FBgn0004574,Rop,0.0001,597,18.3044975,20.8465636666667,15.7624313333333
Gene_group_01,FBgn0035499,Chd64,0.0001,188,64.37229416666665,62.344138,66.4004503333333
Gene_group_01,FBgn0004516,Gad1,0.0001,510,11.136275833333315,17.8160693333333,4.45648233333333
Gene_group_01,FBgn0035538,DopEcR,0.0001,322,3.9833303333333303,5.81230633333333,2.15435433333333
Gene_group_01,FBgn0010198,RpS15Aa,0.0001,130,525.6884104999999,309.325287,742.051534
Gene_group_01,FBgn0000173,ben,0.0001,151,45.26456866666665,23.976829,66.5523083333333
Gene_group_01,FBgn0026666,MagR,0.0001,131,20.872033000000002,27.558045,14.186021
Gene_group_01,FBgn0002590,RpS5a,0.0001,228,360.4193468333335,289.484161,431.354532666667
Gene_group_01,FBgn0040877,CG12994,0.0001,67,0.387555666666667,0.605389666666667,0.169721666666667
Gene_group_01,FBgn0083228,Frq2,0.0001,187,5.5832398333333355,8.28335166666667,2.883128
Gene_group_01,FBgn0030955,CG6891,0.0001,163,13.22609183333335,10.837126,15.6150576666667
Gene_group_01,FBgn0030960,Atg101,0.0001,218,8.50565083333333,8.09432733333333,8.91697433333333
Gene_group_01,FBgn0031037,CG14207,0.0001,192,44.56459466666665,52.514581,36.6146083333333
Gene_group_01,FBgn0031066,COX6B,0.0001,96,230.417910333333,263.138407333333,197.697413333333
Gene_group_01,FBgn0013303,Nca,0.0001,190,27.17982016666665,24.2476103333333,30.11203
Gene_group_01,FBgn0036922,CG14182,0.0001,168,6.164174000000001,3.37049733333333,8.95785066666667
Gene_group_01,FBgn0036581,MED10,0.0001,133,20.3398783333333,14.8553413333333,25.8244153333333
Gene_group_01,FBgn0000115,Arl1,0.0001,180,16.9338878333333,13.0790273333333,20.7887483333333
Gene_group_01,FBgn0036488,CG6878,0.0001,79,24.99549883333335,29.3045116666667,20.686486
Gene_group_01,FBgn0036277,CG10418,0.0001,95,13.483391500000016,6.34444733333333,20.6223356666667
Gene_group_01,FBgn0010408,RpS9,0.0001,195,382.0511396666665,201.874415,562.227864333333
Gene_group_01,FBgn0035987,Cpsf5,0.0001,237,14.43628483333335,5.556103,23.3164666666667
Gene_group_01,FBgn0035866,Arl5,0.0001,179,10.090379166666665,5.65423633333333,14.526522
Gene_group_01,FBgn0011817,nmo,0.0001,430,8.075550333333336,6.908771,9.24232966666667
Gene_group_01,FBgn0014011,Rac2,0.0001,192,15.8495005,12.8914926666667,18.8075083333333
Gene_group_01,FBgn0035692,Sf3b6,0.0001,121,21.7423165,16.099161,27.385472
Gene_group_01,FBgn0035675,CG6610,0.0001,91,16.62173183333335,5.281442,27.9620216666667
Gene_group_01,FBgn0035638,Tektin-C,0.0001,421,3.782957833333333,7.481356,0.0845596666666667
Gene_group_01,FBgn0035601,Uev1A,0.0001,145,56.75726516666665,39.7811953333333,73.733335
Gene_group_01,FBgn0031601,Dim1,0.0001,142,10.760371666666686,8.17776166666667,13.3429816666667
Gene_group_01,FBgn0014010,Rab5,0.0001,219,35.99227816666665,36.859857,35.1246993333333
Gene_group_01,FBgn0011570,cpb,0.0001,276,14.127393166666664,8.20767033333333,20.047116
Gene_group_01,FBgn0026141,Cdlc2,0.0001,89,NA,NA,NA
Gene_group_01,FBgn0031310,Vps29,0.0001,182,13.5725625,10.9133753333333,16.2317496666667
Gene_group_01,FBgn0265262,Vha68-1,0.00129,614,17.202412000000017,25.7212046666667,8.68361933333333
Gene_group_01,FBgn0266064,GlyS,0.00137,709,39.9104935,40.210534,39.610453
Gene_group_01,FBgn0016693,Past1,0.00155,540,17.159958,20.2191233333333,14.1007926666667
Gene_group_01,FBgn0040697,Teh3,0.00158,448,2.9585755000000002,4.653279,1.263872
Gene_group_01,FBgn0028687,Rpt1,0.00159,433,38.80947566666665,31.055743,46.5632083333333
Gene_group_01,FBgn0261270,Sps1,0.00173,398,15.71722766666665,3.521026,27.9134293333333
Gene_group_01,FBgn0011715,Snr1,0.00175,370,9.493637166666685,4.04472666666667,14.9425476666667
Gene_group_01,FBgn0086706,pix,0.00177,611,45.207488333333345,35.5529556666667,54.862021
Gene_group_01,FBgn0025582,eIF3e,0.00178,435,43.002256666666646,27.1235993333333,58.880914
Gene_group_01,FBgn0261341,verm,0.00188,555,1.937694,2.24397266666667,1.63141533333333
Gene_group_01,FBgn0262955,RpII140,0.00194,1176,15.840786666666684,8.49446366666667,23.1871096666667
Gene_group_01,FBgn0032030,Wdr82,0.00196,317,6.5642055,4.068633,9.059778
Gene_group_01,FBgn0037270,eIF3f1,0.00206,280,32.507130000000004,24.523323,40.490937
Gene_group_01,FBgn0000043,Act42A,0.00206,376,54.084175666666695,36.3621546666667,71.8061966666667
Gene_group_01,FBgn0263979,Caf1-55,0.00206,430,16.367557166666664,5.01370733333333,27.721407
Gene_group_01,FBgn0003447,sn,0.00208,512,8.512660166666686,2.77148666666667,14.2538336666667
Gene_group_01,FBgn0035677,CG13293,0.00208,599,0.9550451666666664,1.399981,0.510109333333333
Gene_group_01,FBgn0000045,Act79B,0.00227,376,65.55651283333334,109.864492,21.2485336666667
Gene_group_01,FBgn0027053,CSN5,0.00232,327,12.100839,7.845706,16.355972
Gene_group_01,FBgn0028427,Ilk,0.00238,448,15.055135833333349,13.5643966666667,16.545875
Gene_group_01,FBgn0020369,Rpt6,0.00244,405,32.86648016666665,23.50823,42.2247303333333
Gene_group_01,FBgn0029837,Tsp5D,0.00251,287,2.864814333333335,4.641219,1.08840966666667
Gene_group_01,FBgn0039697,CG7834,0.00253,253,47.133707166666696,53.7307166666667,40.5366976666667
Gene_group_01,FBgn0262733,Src64B,0.0026,553,13.494583333333349,3.920416,23.0687506666667
Gene_group_01,FBgn0267486,Ptp36E,0.0026,682,4.76889483333333,6.98112133333333,2.55666833333333
Gene_group_01,FBgn0014189,Hel25E,0.00271,424,34.472180833333354,11.1933,57.7510616666667
Gene_group_01,FBgn0000394,cv,0.00277,257,8.451348666666664,7.974171,8.92852633333333
Gene_group_01,FBgn0028507,CG3793,0.00279,341,5.407995666666665,3.86339633333333,6.952595
Gene_group_01,FBgn0003744,trc,0.00279,463,14.59832183333335,10.5195056666667,18.677138
Gene_group_01,FBgn0027453,Dnz1,0.00283,276,5.197551,3.831798,6.563304
Gene_group_01,FBgn0003079,Raf,0.00289,739,6.779776,3.618918,9.940634
Gene_group_01,FBgn0029137,Patsas,0.00289,585,1.32561066666667,1.18661866666667,1.46460266666667
Gene_group_01,FBgn0039104,CG10252,0.00289,229,87.55742966666666,174.911509,0.203350333333333
Gene_group_01,FBgn0025742,mtm,0.0029,619,6.017576999999999,5.269894,6.76526
Gene_group_01,FBgn0032901,sky,0.0029,607,19.79382983333335,19.6663706666667,19.921289
Gene_group_01,FBgn0004623,Gbeta76C,0.0029,346,15.445055166666648,22.0517013333333,8.838409
Gene_group_01,FBgn0005655,PCNA,0.00291,260,24.462049500000013,1.76907233333333,47.1550266666667
Gene_group_01,FBgn0017572,Mo25,0.00296,339,14.690514,13.7724803333333,15.6085476666667
Gene_group_01,FBgn0010602,lwr,0.00302,159,24.7814756666667,14.6578296666667,34.9051216666667
Gene_group_01,FBgn0029962,CARPA,0.00305,333,0.5268905,0.798006333333333,0.255774666666667
Gene_group_01,FBgn0005564,Shal,0.00307,571,2.183198666666665,3.238152,1.12824533333333
Gene_group_01,FBgn0015277,Pi3K59F,0.00311,949,3.278351,3.052101,3.504601
Gene_group_01,FBgn0262716,Arp3,0.00312,418,17.235543999999997,11.040996,23.430092
Gene_group_01,FBgn0003943,Ubi-p63E,0.00321,763,144.26361100000014,192.760645666667,95.7665763333333
Gene_group_01,FBgn0037416,Osi9,0.00322,233,0.254884,0.164098,0.34567
Gene_group_01,FBgn0021814,Vps28,0.00322,210,26.0406605,32.251366,19.829955
Gene_group_01,FBgn0264075,tgo,0.00328,642,7.7985638333333505,4.697898,10.8992296666667
Gene_group_01,FBgn0003517,sta,0.00332,270,417.123604,254.306554333333,579.940653666667
Gene_group_01,FBgn0035896,CG6983,0.00339,180,18.3735815,16.7958343333333,19.9513286666667
Gene_group_01,FBgn0038983,CG5326,0.00341,277,13.473545166666685,22.0183536666667,4.92873666666667
Gene_group_01,FBgn0040066,wds,0.00343,361,8.117509666666649,2.741099,13.4939203333333
Gene_group_01,FBgn0013762,Cdk5,0.00347,294,6.2466935,4.58689033333333,7.90649666666667
Gene_group_01,FBgn0038320,Sra-1,0.00366,1291,10.095473500000015,7.50610333333333,12.6848436666667
Gene_group_01,FBgn0000121,Arr2,0.00367,401,199.4679045,298.374074333333,100.561734666667
Gene_group_01,FBgn0026873,MED18,0.00368,217,4.862819333333335,3.02322466666667,6.702414
Gene_group_01,FBgn0051357,CG31357,0.00368,394,7.504289166666665,5.644527,9.36405133333333
Gene_group_01,FBgn0040339,MED22,0.0037,143,12.246459166666664,5.90546833333333,18.58745
Gene_group_01,FBgn0004103,Pp1-87B,0.0037,302,41.5367248333333,34.9100953333333,48.1633543333333
Gene_group_01,FBgn0285910,VhaAC39-1,0.00374,350,49.71580583333335,41.0624976666667,58.369114
Gene_group_01,FBgn0033558,CG12344,0.00377,449,1.1024926666666666,1.501326,0.703659333333333
Gene_group_01,FBgn0003886,alphaTub85E,0.00378,449,2.903366833333332,5.32032533333333,0.486408333333333
Gene_group_01,FBgn0034231,APC10,0.00392,195,5.078812,3.43966366666667,6.71796033333333
Gene_group_01,FBgn0015618,Cdk8,0.00392,454,2.9769531666666698,1.23273966666667,4.72116666666667
Gene_group_01,FBgn0004863,C15,0.00393,339,0.134819,0.17585,0.093788
Gene_group_01,FBgn0011481,Ssdp,0.00402,509,14.802075333333315,8.78687033333333,20.8172803333333
Gene_group_01,FBgn0005671,Vha55,0.00404,490,90.0687481666667,81.4871186666667,98.6503776666667
Gene_group_01,FBgn0035181,CG9205,0.00404,224,9.222592166666665,7.22868133333333,11.216503
Gene_group_01,FBgn0037646,CAHbeta,0.00405,255,6.182796,6.66464533333333,5.70094666666667
Gene_group_01,FBgn0033378,tsu,0.0041,165,24.349488666666698,13.2259676666667,35.4730096666667
Gene_group_01,FBgn0037323,CG2663,0.00411,308,4.5671833333333325,9.101534,0.0328326666666667
Gene_group_01,FBgn0036314,Sf3a2,0.00411,264,6.820378833333335,4.23332466666667,9.407433
Gene_group_01,FBgn0025637,SkpA,0.00413,162,70.8387781666667,45.2673696666667,96.4101866666667
Gene_group_01,FBgn0040230,dbo,0.00416,623,7.2214185,6.424265,8.018572
Gene_group_01,FBgn0019940,Rh6,0.00421,362,0.560406333333333,0.927624333333333,0.193188333333333
Gene_group_01,FBgn0001491,l(1)10Bb,0.00421,144,10.970159499999985,7.76819666666667,14.1721223333333
Gene_group_01,FBgn0031855,meng,0.00424,456,1.2126761666666666,1.688226,0.737126333333333
Gene_group_01,FBgn0033793,CG3955,0.00425,201,2.1602301666666652,3.95706133333333,0.363399
Gene_group_01,FBgn0031455,Snapin,0.00427,134,4.5508358333333305,4.31996633333333,4.78170533333333
Gene_group_01,FBgn0039667,FipoQ,0.00431,515,5.453956166666665,8.75392,2.15399233333333
Gene_group_01,FBgn0015805,HDAC1,0.00444,521,17.183679666666666,5.64846433333333,28.718895
Gene_group_01,FBgn0031090,Rab35,0.00446,201,10.738216333333336,6.52250566666667,14.953927
